,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
31272,Patuxent Range 10323,57124,Valid,H6,4.2,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31273,Patuxent Range 10324,57125,Valid,L6,3.3,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31274,Patuxent Range 10325,57126,Valid,L6,1.4,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31275,Patuxent Range 10326,54431,Valid,L6,0.7,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31276,Patuxent Range 10327,54432,Valid,L5,0.9,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31277,Patuxent Range 10328,54433,Valid,L6,1.0,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31278,Patuxent Range 10329,54434,Valid,L6,1.0,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31279,Patuxent Range 10330,54435,Valid,L6,0.6,Found,2010.0,0.0,0.0,"(0.000000, 0.000000)"
31435,Pecora Escarpment 02065,18247,Valid,Howardite,3.63,Found,2002.0,,,
31436,Pecora Escarpment 02066,18248,Valid,Howardite,57.07,Found,2002.0,,,
32044,Pozo Almonte,18881,Valid,"Iron, IIIAB",7800.0,Found,1990.0,,,
32126,Queen Alexandra Range 02158,18971,Valid,Diogenite,8.59,Found,2002.0,,,
35808,Ramlat as Sahmah 426,56439,Valid,H4,92.0,Found,,20.11306,56.3975,"(20.113060, 56.397500)"
35809,Ramlat as Sahmah 427,56515,Valid,H5,7.6,Found,,20.09889,56.40971999999999,"(20.098890, 56.409720)"
35810,Ramlat as Sahmah 428,56516,Valid,L6,16247.0,Found,,20.10361,56.32694,"(20.103610, 56.326940)"
36029,Rio Bunge,22607,Valid,L,11.0,Found,,,,
36030,Río Cuarto 001,44799,Valid,Eucrite,62.7,Found,,-32.87167,-64.22333,"(-32.871670, -64.223330)"
36048,Roberts Massif 03520,36496,Valid,LL6,1327.7,Found,2003.0,,,
36049,Roberts Massif 03521,36497,Valid,LL5,1378.0,Found,2003.0,,,
36050,Roberts Massif 03522,22626,Valid,CK5,282.4,Found,2003.0,,,
36051,Roberts Massif 03523,22627,Valid,CM2,6.7,Found,2003.0,,,
36052,Roberts Massif 03524,36498,Valid,H6,182.6,Found,2003.0,,,
36053,Roberts Massif 03525,36499,Valid,L5,299.7,Found,2003.0,,,
36054,Roberts Massif 03526,36500,Valid,H5,269.0,Found,2003.0,,,
36055,Roberts Massif 03527,36501,Valid,L5,142.3,Found,2003.0,,,
36056,Roberts Massif 03528,36502,Valid,LL6,78.3,Found,2003.0,,,
36057,Roberts Massif 03529,36503,Valid,H5,128.5,Found,2003.0,,,
36058,Roberts Massif 03530,22628,Valid,H5,23.13,Found,2003.0,,,
36059,Roberts Massif 03531,22629,Valid,H5,72.4,Found,2003.0,,,
36060,Roberts Massif 03532,22630,Valid,LL5,7.8,Found,2003.0,,,
36061,Roberts Massif 03533,22631,Valid,LL5,42.6,Found,2003.0,,,
36062,Roberts Massif 03534,22632,Valid,H5,19.0,Found,2003.0,,,
36063,Roberts Massif 03535,22633,Valid,H6,9.87,Found,2003.0,,,
36064,Roberts Massif 03536,22634,Valid,H6,7.25,Found,2003.0,,,
36065,Roberts Massif 03537,22635,Valid,L5,6.77,Found,2003.0,,,
36066,Roberts Massif 03538,22636,Valid,L6,11.77,Found,2003.0,,,
36067,Roberts Massif 04100,44574,Valid,L6,2609.0,Found,2004.0,,,
36068,Roberts Massif 04101,44575,Valid,L5,1918.6,Found,2004.0,,,
36069,Roberts Massif 04102,44576,Valid,L5,1328.4,Found,2004.0,,,
36070,Roberts Massif 04103,44577,Valid,H5,184.9,Found,2004.0,,,
36071,Roberts Massif 04104,44578,Valid,LL5,204.8,Found,2004.0,,,
36072,Roberts Massif 04105,44579,Valid,L5,298.2,Found,2004.0,,,
36073,Roberts Massif 04106,44580,Valid,L4,292.4,Found,2004.0,,,
36074,Roberts Massif 04107,44581,Valid,LL5,522.9,Found,2004.0,,,
36075,Roberts Massif 04108,44582,Valid,L6,386.1,Found,2004.0,,,
36076,Roberts Massif 04109,44583,Valid,LL6,198.9,Found,2004.0,,,
36077,Roberts Massif 04110,36504,Valid,LL6,172.1,Found,2004.0,,,
36078,Roberts Massif 04111,36505,Valid,H6,273.6,Found,2004.0,,,
36079,Roberts Massif 04112,36506,Valid,LL5,204.3,Found,2004.0,,,
36080,Roberts Massif 04113,44584,Valid,L6,383.2,Found,2004.0,,,
36081,Roberts Massif 04114,36507,Valid,L3,281.6,Found,2004.0,,,
36082,Roberts Massif 04115,44585,Valid,LL5,1456.3,Found,2004.0,,,
36083,Roberts Massif 04116,36508,Valid,LL6,1142.9,Found,2004.0,,,
36084,Roberts Massif 04117,44586,Valid,H5,965.3,Found,2004.0,,,
36085,Roberts Massif 04118,44587,Valid,LL5,985.5,Found,2004.0,,,
36086,Roberts Massif 04119,36509,Valid,H5,945.5,Found,2004.0,,,
36087,Roberts Massif 04120,44588,Valid,L5,766.4,Found,2004.0,,,
36088,Roberts Massif 04121,44589,Valid,L5,495.4,Found,2004.0,,,
36089,Roberts Massif 04122,44590,Valid,H5,302.1,Found,2004.0,,,
36090,Roberts Massif 04123,44591,Valid,H6,367.7,Found,2004.0,,,
36091,Roberts Massif 04124,44592,Valid,H6,297.4,Found,2004.0,,,
36092,Roberts Massif 04125,44593,Valid,LL5,375.4,Found,2004.0,,,
36093,Roberts Massif 04126,44594,Valid,L5,1348.2,Found,2004.0,,,
36094,Roberts Massif 04127,45384,Valid,LL5,3805.2,Found,2004.0,,,
36095,Roberts Massif 04128,44595,Valid,L5,1104.8,Found,2004.0,,,
36096,Roberts Massif 04129,44596,Valid,LL5,1140.0,Found,2004.0,,,
36097,Roberts Massif 04130,46379,Valid,L5,897.1,Found,2004.0,,,
36098,Roberts Massif 04131,46380,Valid,L5,392.4,Found,2004.0,,,
36099,Roberts Massif 04132,46381,Valid,L5,950.7,Found,2004.0,,,
36100,Roberts Massif 04133,46382,Valid,CR2,459.4,Found,2004.0,,,
36101,Roberts Massif 04134,44597,Valid,L5,277.3,Found,2004.0,,,
36102,Roberts Massif 04135,44598,Valid,L6,245.5,Found,2004.0,,,
36103,Roberts Massif 04136,44599,Valid,LL5,217.4,Found,2004.0,,,
36104,Roberts Massif 04137,44600,Valid,H4,235.2,Found,2004.0,,,
36105,Roberts Massif 04138,44601,Valid,L5,219.7,Found,2004.0,,,
36106,Roberts Massif 04139,44602,Valid,L5,141.4,Found,2004.0,,,
36107,Roberts Massif 04140,44603,Valid,L6,35.3,Found,2004.0,,,
36108,Roberts Massif 04141,44604,Valid,H5,126.0,Found,2004.0,,,
36109,Roberts Massif 04142,44605,Valid,H6,101.4,Found,2004.0,,,
36110,Roberts Massif 04143,45385,Valid,CV3,89.6,Found,2004.0,,,
36111,Roberts Massif 04144,44606,Valid,H6,192.7,Found,2004.0,,,
36112,Roberts Massif 04145,44607,Valid,H6,47.3,Found,2004.0,,,
36113,Roberts Massif 04146,44608,Valid,H6,130.7,Found,2004.0,,,
36114,Roberts Massif 04147,44609,Valid,L6,126.6,Found,2004.0,,,
36115,Roberts Massif 04148,44610,Valid,H6,124.1,Found,2004.0,,,
36116,Roberts Massif 04149,44611,Valid,H6,94.7,Found,2004.0,,,
36117,Roberts Massif 04150,36510,Valid,H5,27.5,Found,2004.0,,,
36118,Roberts Massif 04151,36511,Valid,H6,120.0,Found,2004.0,,,
36119,Roberts Massif 04152,36512,Valid,H6,151.9,Found,2004.0,,,
36120,Roberts Massif 04153,36513,Valid,L5,86.1,Found,2004.0,,,
36121,Roberts Massif 04154,36514,Valid,H5,103.8,Found,2004.0,,,
36122,Roberts Massif 04155,36515,Valid,H6,103.6,Found,2004.0,,,
36123,Roberts Massif 04156,36516,Valid,H6,100.2,Found,2004.0,,,
36124,Roberts Massif 04157,36517,Valid,H5,62.6,Found,2004.0,,,
36125,Roberts Massif 04158,36518,Valid,LL6,86.4,Found,2004.0,,,
36126,Roberts Massif 04159,36519,Valid,H6,61.9,Found,2004.0,,,
36127,Roberts Massif 04160,36520,Valid,H6,60.0,Found,2004.0,,,
36128,Roberts Massif 04161,36521,Valid,H5,57.1,Found,2004.0,,,
36129,Roberts Massif 04162,36522,Valid,"Iron, ungrouped",52.3,Found,2004.0,,,
36130,Roberts Massif 04163,36523,Valid,H5,35.6,Found,2004.0,,,
36132,Roberts Massif 04164,36524,Valid,H6,11.9,Found,2004.0,,,
36133,Roberts Massif 04165,36525,Valid,H6,14.4,Found,2004.0,,,
36134,Roberts Massif 04166,36526,Valid,LL6,11.1,Found,2004.0,,,
36135,Roberts Massif 04167,36527,Valid,H5,23.5,Found,2004.0,,,
36136,Roberts Massif 04168,36528,Valid,H6,11.3,Found,2004.0,,,
36137,Roberts Massif 04169,36529,Valid,H6,9.1,Found,2004.0,,,
36138,Roberts Massif 04170,44612,Valid,LL5,71.3,Found,2004.0,,,
36139,Roberts Massif 04171,44613,Valid,H5,170.3,Found,2004.0,,,
36140,Roberts Massif 04172,44614,Valid,H5,141.6,Found,2004.0,,,
36141,Roberts Massif 04173,44615,Valid,L5,99.6,Found,2004.0,,,
36142,Roberts Massif 04174,44616,Valid,L5,110.5,Found,2004.0,,,
36143,Roberts Massif 04175,44617,Valid,L5,61.2,Found,2004.0,,,
36144,Roberts Massif 04176,44618,Valid,L5,22.1,Found,2004.0,,,
36145,Roberts Massif 04177,44619,Valid,L6,42.6,Found,2004.0,,,
36146,Roberts Massif 04178,44620,Valid,H6,27.4,Found,2004.0,,,
36147,Roberts Massif 04179,44621,Valid,L5,19.8,Found,2004.0,,,
36148,Roberts Massif 04180,36530,Valid,H6,19.7,Found,2004.0,,,
36149,Roberts Massif 04181,36531,Valid,LL5,3.1,Found,2004.0,,,
36150,Roberts Massif 04182,36532,Valid,H6,20.0,Found,2004.0,,,
36151,Roberts Massif 04183,36533,Valid,H6,12.0,Found,2004.0,,,
36152,Roberts Massif 04184,36534,Valid,H5,11.5,Found,2004.0,,,
36153,Roberts Massif 04185,36535,Valid,LL5,7.7,Found,2004.0,,,
36154,Roberts Massif 04186,36536,Valid,"Iron, IIE?",4.6,Found,2004.0,,,
36155,Roberts Massif 04187,36537,Valid,L5,5.1,Found,2004.0,,,
36156,Roberts Massif 04188,36538,Valid,LL6,10.3,Found,2004.0,,,
36157,Roberts Massif 04189,36539,Valid,H5,11.6,Found,2004.0,,,
36158,Roberts Massif 04190,44622,Valid,L6,191.5,Found,2004.0,,,
36159,Roberts Massif 04191,44623,Valid,L5,69.0,Found,2004.0,,,
36160,Roberts Massif 04192,44624,Valid,L5,28.5,Found,2004.0,,,
36161,Roberts Massif 04193,44625,Valid,L5,85.0,Found,2004.0,,,
36162,Roberts Massif 04194,44626,Valid,L5,123.9,Found,2004.0,,,
36163,Roberts Massif 04195,44627,Valid,L5,162.0,Found,2004.0,,,
36164,Roberts Massif 04196,44628,Valid,L5,93.3,Found,2004.0,,,
36165,Roberts Massif 04197,44629,Valid,L5,39.9,Found,2004.0,,,
36166,Roberts Massif 04198,44630,Valid,L5,77.9,Found,2004.0,,,
36167,Roberts Massif 04199,44631,Valid,L5,38.3,Found,2004.0,,,
36168,Roberts Massif 04200,36540,Valid,H6,31.3,Found,2004.0,,,
36169,Roberts Massif 04201,36541,Valid,L5,12.2,Found,2004.0,,,
36170,Roberts Massif 04202,36542,Valid,H5,14.8,Found,2004.0,,,
36171,Roberts Massif 04203,36543,Valid,LL6,17.8,Found,2004.0,,,
36172,Roberts Massif 04204,36544,Valid,H6,13.3,Found,2004.0,,,
36173,Roberts Massif 04205,36545,Valid,H5,12.4,Found,2004.0,,,
36174,Roberts Massif 04206,36546,Valid,L5,12.8,Found,2004.0,,,
36175,Roberts Massif 04207,36547,Valid,H5,38.2,Found,2004.0,,,
36176,Roberts Massif 04208,44632,Valid,H6,1.1,Found,2004.0,,,
36177,Roberts Massif 04209,36548,Valid,LL6,2.2,Found,2004.0,,,
36178,Roberts Massif 04210,44633,Valid,H4,133.5,Found,2004.0,,,
36179,Roberts Massif 04211,44634,Valid,H5,182.7,Found,2004.0,,,
36180,Roberts Massif 04212,44635,Valid,H6,136.1,Found,2004.0,,,
36181,Roberts Massif 04213,44636,Valid,L5,127.9,Found,2004.0,,,
36182,Roberts Massif 04214,44637,Valid,H5,73.9,Found,2004.0,,,
36183,Roberts Massif 04215,44638,Valid,H5,111.8,Found,2004.0,,,
36184,Roberts Massif 04216,44639,Valid,L5,86.5,Found,2004.0,,,
36185,Roberts Massif 04217,44640,Valid,L5,187.3,Found,2004.0,,,
36187,Roberts Massif 04218,44641,Valid,L5,118.9,Found,2004.0,,,
36188,Roberts Massif 04219,44642,Valid,L5,69.2,Found,2004.0,,,
36189,Roberts Massif 04220,36549,Valid,H5,66.8,Found,2004.0,,,
36190,Roberts Massif 04221,44643,Valid,H5,57.3,Found,2004.0,,,
36191,Roberts Massif 04222,36550,Valid,L5,64.0,Found,2004.0,,,
36192,Roberts Massif 04223,36551,Valid,L5,28.4,Found,2004.0,,,
36193,Roberts Massif 04224,36552,Valid,LL5,44.8,Found,2004.0,,,
36194,Roberts Massif 04225,36553,Valid,H6,34.1,Found,2004.0,,,
36195,Roberts Massif 04226,36554,Valid,H5,29.0,Found,2004.0,,,
36196,Roberts Massif 04227,36555,Valid,L6,57.3,Found,2004.0,,,
36197,Roberts Massif 04228,36556,Valid,Acapulcoite,19.8,Found,2004.0,,,
36198,Roberts Massif 04229,36557,Valid,H5,75.09999999999998,Found,2004.0,,,
36199,Roberts Massif 04230,36558,Valid,L5,68.9,Found,2004.0,,,
36200,Roberts Massif 04231,36559,Valid,LL6,11.1,Found,2004.0,,,
36201,Roberts Massif 04232,36560,Valid,H5,9.3,Found,2004.0,,,
36202,Roberts Massif 04233,36561,Valid,L5,20.3,Found,2004.0,,,
36203,Roberts Massif 04234,44644,Valid,H6,16.3,Found,2004.0,,,
36204,Roberts Massif 04235,36562,Valid,H6,8.5,Found,2004.0,,,
36205,Roberts Massif 04236,36563,Valid,LL5,13.8,Found,2004.0,,,
36206,Roberts Massif 04237,36564,Valid,L5,40.9,Found,2004.0,,,
36207,Roberts Massif 04238,44645,Valid,L5,10.1,Found,2004.0,,,
36208,Roberts Massif 04239,36565,Valid,Achondrite-ung,12.0,Found,2004.0,,,
36209,Roberts Massif 04240,46383,Valid,LL5,58.1,Found,2004.0,,,
36210,Roberts Massif 04241,44646,Valid,L6,86.7,Found,2004.0,,,
36211,Roberts Massif 04242,44647,Valid,L5,54.6,Found,2004.0,,,
36212,Roberts Massif 04243,44648,Valid,H5,41.4,Found,2004.0,,,
36213,Roberts Massif 04244,44649,Valid,LL6,73.5,Found,2004.0,,,
36214,Roberts Massif 04245,44650,Valid,L5,34.0,Found,2004.0,,,
36215,Roberts Massif 04246,44651,Valid,LL5,28.1,Found,2004.0,,,
36216,Roberts Massif 04247,44652,Valid,H5,44.2,Found,2004.0,,,
36217,Roberts Massif 04248,44653,Valid,L5,35.6,Found,2004.0,,,
36218,Roberts Massif 04249,44654,Valid,L5,25.2,Found,2004.0,,,
36219,Roberts Massif 04250,44655,Valid,L5,7.9,Found,2004.0,,,
36220,Roberts Massif 04251,45386,Valid,H3,19.5,Found,2004.0,,,
36221,Roberts Massif 04252,44656,Valid,L5,32.7,Found,2004.0,,,
36222,Roberts Massif 04253,44657,Valid,L5,47.0,Found,2004.0,,,
36223,Roberts Massif 04254,44658,Valid,L5,54.9,Found,2004.0,,,
36224,Roberts Massif 04255,45387,Valid,Achondrite-ung,10.2,Found,2004.0,,,
36225,Roberts Massif 04256,44659,Valid,L5,34.7,Found,2004.0,,,
36226,Roberts Massif 04257,44660,Valid,L6,34.1,Found,2004.0,,,
36227,Roberts Massif 04258,44661,Valid,L5,7.6,Found,2004.0,,,
36228,Roberts Massif 04259,44662,Valid,LL6,4.5,Found,2004.0,,,
36229,Roberts Massif 04260,44663,Valid,CM2,86.3,Found,2004.0,,,
36230,Roberts Massif 04261,44664,Valid,Martian (shergottite),78.8,Found,2004.0,,,
36231,Roberts Massif 04262,44665,Valid,Martian (shergottite),204.6,Found,2004.0,,,
36232,Roberts Massif 04263,45388,Valid,LL5,711.4,Found,2004.0,,,
36233,Roberts Massif 04264,45389,Valid,L5,576.5,Found,2004.0,,,
36234,Roberts Massif 04265,45390,Valid,LL5,401.3,Found,2004.0,,,
36235,Roberts Massif 04266,45391,Valid,L6,739.7,Found,2004.0,,,
36236,Roberts Massif 04267,45392,Valid,L5,564.3,Found,2004.0,,,
36237,Roberts Massif 04268,45393,Valid,L5,714.8,Found,2004.0,,,
36238,Roberts Massif 04269,45394,Valid,LL5,616.3,Found,2004.0,,,
36239,Roberts Massif 04270,44666,Valid,L6,370.6,Found,2004.0,,,
36240,Roberts Massif 04271,44667,Valid,L5,341.8,Found,2004.0,,,
36241,Roberts Massif 04272,44668,Valid,L5,400.5,Found,2004.0,,,
36242,Roberts Massif 04273,44669,Valid,H5,257.1,Found,2004.0,,,
36243,Roberts Massif 04274,44670,Valid,L5,431.1,Found,2004.0,,,
36244,Roberts Massif 04275,44671,Valid,L5,712.2,Found,2004.0,,,
36245,Roberts Massif 04276,44672,Valid,H6,189.7,Found,2004.0,,,
36246,Roberts Massif 04277,44673,Valid,H5,326.9,Found,2004.0,,,
36247,Roberts Massif 04278,46384,Valid,H5,271.0,Found,2004.0,,,
36248,Roberts Massif 04279,44674,Valid,H5,195.0,Found,2004.0,,,
36249,Roberts Massif 04280,44675,Valid,L5,225.7,Found,2004.0,,,
36250,Roberts Massif 04281,44676,Valid,H5,138.4,Found,2004.0,,,
36251,Roberts Massif 04282,44677,Valid,L5,144.9,Found,2004.0,,,
36252,Roberts Massif 04283,44678,Valid,LL5,119.6,Found,2004.0,,,
36253,Roberts Massif 04284,44679,Valid,LL5,102.8,Found,2004.0,,,
36254,Roberts Massif 04285,44680,Valid,L6,83.2,Found,2004.0,,,
36255,Roberts Massif 04286,44681,Valid,H6,67.8,Found,2004.0,,,
36256,Roberts Massif 04287,44682,Valid,H5,37.8,Found,2004.0,,,
36257,Roberts Massif 04288,44683,Valid,H5,45.0,Found,2004.0,,,
36258,Roberts Massif 04289,44684,Valid,H5,43.1,Found,2004.0,,,
36259,Roberts Massif 04290,44685,Valid,H5,25.6,Found,2004.0,,,
36260,Roberts Massif 04291,44686,Valid,L5,54.2,Found,2004.0,,,
36261,Roberts Massif 04292,44687,Valid,L5,32.3,Found,2004.0,,,
36262,Roberts Massif 04293,44688,Valid,L5,72.2,Found,2004.0,,,
36263,Roberts Massif 04294,44689,Valid,L5,59.3,Found,2004.0,,,
36264,Roberts Massif 04295,44690,Valid,L5,70.3,Found,2004.0,,,
36265,Roberts Massif 04296,44691,Valid,L5,52.9,Found,2004.0,,,
36266,Roberts Massif 04297,44692,Valid,L5,77.5,Found,2004.0,,,
36267,Roberts Massif 04298,44693,Valid,LL5,44.0,Found,2004.0,,,
36269,Roberts Massif 04299,36566,Valid,"Iron, ungrouped",55.2,Found,2004.0,,,
36270,Roberts Massif 04300,44694,Valid,L5,3.1,Found,2004.0,,,
36271,Roberts Massif 04301,44695,Valid,L5,9.1,Found,2004.0,,,
36272,Roberts Massif 04302,36567,Valid,CV3,11.6,Found,2004.0,,,
36273,Roberts Massif 04303,44696,Valid,L5,16.6,Found,2004.0,,,
36274,Roberts Massif 04304,44697,Valid,L5,8.5,Found,2004.0,,,
36275,Roberts Massif 04305,44698,Valid,L5,14.7,Found,2004.0,,,
36276,Roberts Massif 04306,44699,Valid,L6,11.8,Found,2004.0,,,
36277,Roberts Massif 04307,44700,Valid,L5,8.1,Found,2004.0,,,
36278,Roberts Massif 04308,44701,Valid,L5,7.1,Found,2004.0,,,
36279,Roberts Massif 04309,36568,Valid,CM2,1.3,Found,2004.0,,,
36433,Sahara 00019,22798,Valid,L3.8,1665.0,Found,2000.0,,,
36434,Sahara 00171,22799,Valid,L-imp melt,89.0,Found,2000.0,,,
36435,Sahara 00177,22800,Valid,C3/4-ung,12.0,Found,2000.0,,,
36436,Sahara 00181,22801,Valid,H4-6,191.0,Found,2000.0,,,
36437,Sahara 00182,22802,Valid,C3-ung,70.0,Found,2000.0,,,
36438,Sahara 00194,22803,Valid,L-imp melt,56.0,Found,2000.0,,,
36439,Sahara 00215,22804,Valid,L-imp melt,742.0,Found,2000.0,,,
36440,Sahara 00225,22805,Valid,E6,64.0,Found,2000.0,,,
36441,Sahara 01500,22806,Valid,H5,2059.0,Found,2001.0,,,
36442,Sahara 01501,22807,Valid,H5,254.9,Found,2001.0,,,
36443,Sahara 02002,48958,Valid,Ureilite,333.0,Found,2002.0,,,
36444,Sahara 02029,22808,Valid,Winonaite,88.0,Found,2002.0,,,
36445,Sahara 02500,22809,Valid,L3,410850.0,Found,2001.0,,,
36446,Sahara 02501,22810,Valid,Eucrite,3960.0,Found,2002.0,,,
36447,Sahara 02502,31310,Valid,CO3.4,79.47,Found,2002.0,,,
36448,Sahara 02503,31311,Valid,CV3,741.0,Found,2002.0,,,
36449,Sahara 03013,22811,Valid,R3,82.0,Found,2003.0,,,
36450,Sahara 03500,22812,Valid,Achondrite-ung,221.3,Found,2003.0,,,
36451,Sahara 03501,22813,Valid,H4,4067.0,Found,2003.0,,,
36452,Sahara 03502,31312,Valid,LL3,4737.0,Found,2003.0,,,
36453,Sahara 03503,31313,Valid,LL6,754.0,Found,2003.0,,,
36454,Sahara 03505,35477,Valid,"Iron, ungrouped",65.0,Found,2003.0,,,
36455,Sahara 97001,22814,Valid,L6,25450.0,Found,1997.0,,,
36456,Sahara 97002,22815,Valid,L5,2540.0,Found,1997.0,,,
36457,Sahara 97003,22816,Valid,L6,1251.0,Found,1997.0,,,
36458,Sahara 97004,22817,Valid,H6,409.0,Found,1997.0,,,
36459,Sahara 97005,22818,Valid,L4/5,252.0,Found,1997.0,,,
36460,Sahara 97006,22819,Valid,L/LL5/6,192.0,Found,1997.0,,,
36461,Sahara 97007,22820,Valid,H4/5,252.0,Found,1997.0,,,
36462,Sahara 97008,22821,Valid,H5,61.0,Found,1997.0,,,
36463,Sahara 97009,22822,Valid,Chondrite-ung,96.0,Found,1997.0,,,
36464,Sahara 97011,22823,Valid,L/LL5/6,236.0,Found,1997.0,,,
36465,Sahara 97012,22824,Valid,L/LL6,1430.0,Found,1997.0,,,
36466,Sahara 97013,22825,Valid,LL6,304.0,Found,1997.0,,,
36467,Sahara 97014,22826,Valid,H5,433.0,Found,1997.0,,,
36468,Sahara 97015,22827,Valid,H4/5,51.0,Found,1997.0,,,
36469,Sahara 97016,22828,Valid,H6,396.0,Found,1997.0,,,
36470,Sahara 97017,22829,Valid,L3/4,199.0,Found,1997.0,,,
36471,Sahara 97018,22830,Valid,H5/6,420.0,Found,1997.0,,,
36472,Sahara 97019,22831,Valid,H5,783.0,Found,1997.0,,,
36473,Sahara 97021,22832,Valid,L/LL5/6,895.0,Found,1997.0,,,
36474,Sahara 97023,22833,Valid,H4,28.0,Found,1997.0,,,
36475,Sahara 97024,22834,Valid,H4,320.0,Found,1997.0,,,
36476,Sahara 97025,22835,Valid,L4/5,99.0,Found,1997.0,,,
36477,Sahara 97026,22836,Valid,H4,39.0,Found,1997.0,,,
36478,Sahara 97027,22837,Valid,H3/4,374.0,Found,1997.0,,,
36479,Sahara 97028,22838,Valid,H4,289.0,Found,1997.0,,,
36480,Sahara 97029,22839,Valid,L5/6,311.0,Found,1997.0,,,
36481,Sahara 97030,22840,Valid,LL5/6,538.0,Found,1997.0,,,
36482,Sahara 97032,22841,Valid,L5,324.0,Found,1997.0,,,
36483,Sahara 97033,22842,Valid,H5,485.0,Found,1997.0,,,
36484,Sahara 97034,22843,Valid,H4,212.0,Found,1997.0,,,
36485,Sahara 97035,22844,Valid,H5,9750.0,Found,1997.0,,,
36486,Sahara 97036,22845,Valid,H4,9905.0,Found,1997.0,,,
36487,Sahara 97037,22846,Valid,LL7,149.0,Found,1997.0,,,
36488,Sahara 97039,22847,Valid,Chondrite-ung,65.0,Found,1997.0,,,
36489,Sahara 97040,22848,Valid,L4,185.0,Found,1997.0,,,
36490,Sahara 97042,22849,Valid,Chondrite-ung,83.4,Found,1997.0,,,
36491,Sahara 97044,22850,Valid,L6,2100.0,Found,1997.0,,,
36492,Sahara 97045,22851,Valid,H4/5,125.0,Found,1997.0,,,
36493,Sahara 97047,22852,Valid,H6,146.0,Found,1997.0,,,
36494,Sahara 97048,22853,Valid,H4,256.0,Found,1997.0,,,
36495,Sahara 97049,22854,Valid,LL6,2060.0,Found,1997.0,,,
36496,Sahara 97050,22855,Valid,L5,48.3,Found,1997.0,,,
36497,Sahara 97051,22856,Valid,L5,38.3,Found,1997.0,,,
36498,Sahara 97053,22857,Valid,H5,62.4,Found,1997.0,,,
36499,Sahara 97054,22858,Valid,H4,810.0,Found,1997.0,,,
36500,Sahara 97055,22859,Valid,H6,675.0,Found,1997.0,,,
36501,Sahara 97057,22860,Valid,L6,196.0,Found,1997.0,,,
36502,Sahara 97058,22861,Valid,H3/4,450.0,Found,1997.0,,,
36503,Sahara 97059,22862,Valid,LL6,900.0,Found,1997.0,,,
36504,Sahara 97060,22863,Valid,L/LL5/6,92.0,Found,1997.0,,,
36505,Sahara 97061,22864,Valid,H4,36.6,Found,1997.0,,,
36506,Sahara 97062,22865,Valid,L5/6,805.0,Found,1997.0,,,
36507,Sahara 97063,22866,Valid,L6,784.0,Found,1997.0,,,
36508,Sahara 97064,22867,Valid,LL6,161.3,Found,1997.0,,,
36509,Sahara 97065,22868,Valid,H6,60.0,Found,1997.0,,,
36510,Sahara 97066,22869,Valid,H6,119.0,Found,1997.0,,,
36511,Sahara 97067,22870,Valid,L4,101.1,Found,1997.0,,,
36512,Sahara 97068,22871,Valid,L6,99.0,Found,1997.0,,,
36513,Sahara 97069,22872,Valid,H4,224.0,Found,1997.0,,,
36514,Sahara 97070,22873,Valid,H5,1250.0,Found,1997.0,,,
36515,Sahara 97071,22874,Valid,LL5/6,195.0,Found,1997.0,,,
36516,Sahara 97072,22875,Valid,EH3,1270.0,Found,1997.0,,,
36517,Sahara 97073,22876,Valid,L6,335.0,Found,1997.0,,,
36518,Sahara 97074,22877,Valid,L6,650.0,Found,1997.0,,,
36519,Sahara 97075,22878,Valid,H5,38.0,Found,1997.0,,,
36520,Sahara 97076,22879,Valid,L6,50.0,Found,1997.0,,,
36521,Sahara 97077,22880,Valid,L6,73.0,Found,1997.0,,,
36522,Sahara 97078,22881,Valid,L5/6,98.0,Found,1997.0,,,
36523,Sahara 97079,22882,Valid,EH3,928.0,Found,1997.0,,,
36524,Sahara 97080,22883,Valid,L5/6,200.0,Found,1997.0,,,
36525,Sahara 97081,22884,Valid,EH3,440.0,Found,1997.0,,,
36526,Sahara 97082,22885,Valid,LL5,257.0,Found,1997.0,,,
36527,Sahara 97083,22886,Valid,H6,83.0,Found,1997.0,,,
36528,Sahara 97084,22887,Valid,H4/5,38.0,Found,1997.0,,,
36529,Sahara 97085,22888,Valid,L5,187.0,Found,1997.0,,,
36530,Sahara 97086,22889,Valid,EH3,330.0,Found,1997.0,,,
36531,Sahara 97087,22890,Valid,H5,11210.0,Found,1997.0,,,
36532,Sahara 97088,22891,Valid,EH3,500.0,Found,1997.0,,,
36533,Sahara 97089,22892,Valid,EH3,339.0,Found,1997.0,,,
36534,Sahara 97090,22893,Valid,EH3,2510.0,Found,1997.0,,,
36535,Sahara 97091,22894,Valid,EH3,6140.0,Found,1997.0,,,
36536,Sahara 97092,22895,Valid,EH3,337.0,Found,1997.0,,,
36537,Sahara 97093,22896,Valid,EH3,1359.0,Found,1997.0,,,
36538,Sahara 97095,22897,Valid,H5,7304.0,Found,1997.0,,,
